date,day_of_week,season,location,listing_type,base_price,demand_index,competitor_avg_price,occupancy_rate,event,customer_rating,lead_time,weather_score,final_price,discount_offered
2025-02-08,Saturday,Winter,San Francisco,Airbnb,351.73,0.72,293.0,85.14,No,4.7,37,0.7,419.76,0.0
2025-02-09,Sunday,Winter,Chicago,Airbnb,183.61,0.3,148.03,81.23,No,4.3,3,0.75,168.81,9.3
2025-02-10,Monday,Winter,Austin,Hotel,260.62,0.62,293.47,90.33,No,4.4,51,0.48,304.66,0.0
2025-02-11,Tuesday,Winter,Chicago,Hotel,154.0,0.4,183.99,53.47,No,4.4,7,0.39,149.44,0.0
2025-02-12,Wednesday,Winter,Los Angeles,Airbnb,363.58,0.6,411.83,81.87,No,4.5,30,0.93,412.89,0.0
2025-02-13,Thursday,Winter,Seattle,Airbnb,124.79,0.43,129.22,63.42,No,3.2,42,0.7,126.32,0.0
2025-02-14,Friday,Winter,Seattle,Airbnb,192.04,0.78,210.15,30.01,No,4.7,47,0.34,185.26,8.3
2025-02-15,Saturday,Winter,Seattle,Airbnb,52.65,0.51,60.03,98.78,Yes,4.3,23,0.43,68.46,0.0
2025-02-16,Sunday,Winter,Miami,Hotel,239.44,0.94,198.77,68.54,No,4.1,8,0.45,294.9,0.0
2025-02-17,Monday,Winter,Seattle,Hotel,93.96,0.58,77.97,74.06,No,4.3,56,0.72,103.75,0.0
2025-02-18,Tuesday,Winter,Austin,Hostel,352.76,0.86,353.85,37.83,No,3.8,4,0.86,362.16,7.3
2025-02-19,Wednesday,Winter,New York,Hotel,347.83,0.89,323.26,35.62,Yes,3.1,26,0.99,404.12,8.0
2025-02-20,Thursday,Winter,Seattle,Hotel,305.05,0.2,274.99,48.14,No,4.5,13,0.48,222.73,16.5
2025-02-21,Friday,Winter,New York,Hostel,471.59,0.93,544.13,85.05,No,3.6,31,0.92,602.29,0.0
2025-02-22,Saturday,Winter,Miami,Hostel,146.04,0.65,140.55,70.69,No,4.0,34,0.59,163.87,0.0
2025-02-23,Sunday,Winter,Miami,Airbnb,103.24,0.39,110.39,88.1,No,5.0,0,0.35,98.57,10.8
2025-02-24,Monday,Winter,Los Angeles,Airbnb,112.49,0.25,97.73,90.96,No,5.0,48,0.53,98.61,14.3
2025-02-25,Tuesday,Winter,Chicago,Airbnb,276.05,0.47,296.9,49.6,Yes,4.3,15,0.81,278.35,11.3
2025-02-26,Wednesday,Winter,New York,Hotel,386.4,0.85,359.48,79.36,No,3.9,36,0.88,474.53,0.0
2025-02-27,Thursday,Winter,New York,Airbnb,376.94,0.46,422.72,36.39,No,4.7,49,0.4,334.19,6.0
2025-02-28,Friday,Winter,Los Angeles,Hotel,194.8,0.57,184.03,30.97,No,4.2,11,0.94,177.21,6.3
2025-03-01,Saturday,Spring,Los Angeles,Hotel,468.75,0.68,379.86,67.93,No,4.6,28,0.61,527.71,0.0
2025-03-02,Sunday,Spring,Los Angeles,Hostel,204.23,0.89,228.32,99.5,No,4.1,3,0.72,266.42,0.0
2025-03-03,Monday,Spring,Los Angeles,Hostel,479.63,0.35,461.14,96.78,Yes,4.5,57,0.85,473.27,19.8
2025-03-04,Tuesday,Spring,Los Angeles,Hostel,79.58,0.84,71.36,43.83,No,4.4,18,0.39,75.06,15.6
2025-03-05,Wednesday,Spring,Seattle,Hotel,470.0,0.95,487.56,64.45,No,3.7,12,0.55,574.97,0.0
2025-03-06,Thursday,Spring,Seattle,Hotel,469.21,0.78,486.9,69.14,No,3.8,22,0.82,548.7,0.0
2025-03-07,Friday,Spring,Los Angeles,Airbnb,293.89,0.32,352.47,92.45,No,3.9,34,0.69,276.97,10.7
2025-03-08,Saturday,Spring,Chicago,Airbnb,162.39,0.99,157.72,59.0,No,3.9,7,0.53,198.6,0.0
2025-03-09,Sunday,Spring,Los Angeles,Hostel,385.25,0.48,322.43,83.91,No,4.3,5,0.33,421.36,0.0
2025-03-10,Monday,Spring,Seattle,Airbnb,192.56,0.58,159.77,68.08,Yes,3.6,31,0.55,238.05,0.0
2025-03-11,Tuesday,Spring,Miami,Hotel,59.29,0.23,64.75,49.03,No,3.6,12,0.9,48.81,7.4
2025-03-12,Wednesday,Spring,Chicago,Hostel,230.96,0.48,244.31,42.79,Yes,4.9,21,0.51,220.2,14.9
2025-03-13,Thursday,Spring,Seattle,Hostel,443.62,0.7,497.95,94.91,No,4.9,19,0.95,538.88,0.0
2025-03-14,Friday,Spring,New York,Hotel,103.89,0.63,96.18,91.52,No,4.4,24,0.96,122.23,0.0
2025-03-15,Saturday,Spring,Boston,Hotel,499.4,0.93,421.17,88.85,No,4.3,16,0.63,643.5,0.0
2025-03-16,Sunday,Spring,San Francisco,Hostel,320.13,0.32,296.67,79.9,No,3.7,44,0.95,260.97,19.9
2025-03-17,Monday,Spring,Austin,Hotel,240.51,0.54,207.83,64.89,No,4.9,10,0.63,255.1,0.0
2025-03-18,Tuesday,Spring,Los Angeles,Hotel,167.48,0.95,183.39,69.65,No,4.3,19,0.9,207.5,0.0
2025-03-19,Wednesday,Spring,San Francisco,Hostel,283.1,0.81,285.18,47.24,No,4.3,21,0.71,278.27,11.9
2025-03-20,Thursday,Spring,Miami,Hotel,152.09,0.39,160.1,34.13,No,3.9,48,0.94,130.42,5.6
2025-03-21,Friday,Spring,Miami,Airbnb,360.96,0.51,343.25,75.63,Yes,4.7,59,0.79,444.3,0.0
2025-03-22,Saturday,Spring,San Francisco,Airbnb,468.97,0.58,460.15,67.15,Yes,3.1,0,0.52,578.45,0.0
2025-03-23,Sunday,Spring,Chicago,Hostel,328.2,0.63,385.95,60.45,No,4.3,20,0.71,355.56,0.0
2025-03-24,Monday,Spring,New York,Hostel,257.45,0.98,293.52,78.77,No,3.8,42,0.64,329.1,0.0
2025-03-25,Tuesday,Spring,Seattle,Hotel,164.79,0.81,192.89,44.91,Yes,4.6,51,0.33,173.2,16.5
2025-03-26,Wednesday,Spring,Chicago,Hostel,59.0,0.61,60.73,83.29,No,4.5,37,0.64,67.49,0.0
2025-03-27,Thursday,Spring,Austin,Hostel,326.5,0.9,385.53,54.12,No,4.0,39,0.51,382.78,0.0
2025-03-28,Friday,Spring,San Francisco,Hostel,256.32,0.58,264.8,55.37,Yes,4.8,15,0.9,307.1,0.0
2025-03-29,Saturday,Spring,Miami,Hostel,131.63,0.42,124.34,91.65,Yes,4.8,35,0.83,163.61,0.0
2025-03-30,Sunday,Spring,Austin,Hostel,440.33,0.25,408.3,52.31,No,4.3,26,0.71,355.82,10.9
2025-03-31,Monday,Spring,Chicago,Hostel,153.63,0.63,144.14,35.09,No,4.0,0,0.31,130.45,15.7
2025-04-01,Tuesday,Spring,Miami,Hostel,229.82,0.22,217.87,93.38,No,4.0,36,0.34,216.67,7.4
2025-04-02,Wednesday,Spring,San Francisco,Hotel,127.99,0.46,144.95,89.94,No,3.7,37,0.69,141.28,0.0
2025-04-03,Thursday,Spring,Los Angeles,Hostel,88.32,0.49,73.71,51.79,No,3.5,33,0.38,88.44,0.0
2025-04-04,Friday,Spring,Chicago,Hostel,327.22,0.33,371.44,49.21,No,3.1,21,0.47,246.09,19.1
2025-04-05,Saturday,Spring,Los Angeles,Hostel,239.05,0.29,235.96,42.91,No,3.4,55,0.39,180.1,15.8
2025-04-06,Sunday,Spring,Miami,Hostel,406.38,0.52,437.1,57.23,No,3.3,24,0.88,418.45,0.0
2025-04-07,Monday,Spring,Seattle,Airbnb,385.78,0.76,451.96,57.62,No,3.3,55,0.97,434.72,0.0
2025-04-08,Tuesday,Spring,New York,Hostel,315.03,0.85,319.51,57.89,No,3.4,15,0.51,366.59,0.0
2025-04-09,Wednesday,Spring,Boston,Airbnb,429.24,0.86,410.73,53.05,No,4.5,5,0.35,494.98,0.0
2025-04-10,Thursday,Spring,Boston,Airbnb,209.86,0.4,170.98,67.2,Yes,5.0,52,0.96,243.77,0.0
2025-04-11,Friday,Spring,Boston,Airbnb,493.85,0.62,505.98,68.8,No,4.0,21,0.92,545.41,0.0
2025-04-12,Saturday,Spring,Seattle,Airbnb,330.88,0.31,340.23,65.73,No,3.9,12,0.97,267.04,16.9
2025-04-13,Sunday,Spring,Boston,Hostel,463.42,0.96,386.39,60.34,No,4.3,49,0.38,563.06,0.0
2025-04-14,Monday,Spring,Miami,Hostel,460.17,0.4,521.53,76.34,No,4.1,8,0.56,478.13,0.0
2025-04-15,Tuesday,Spring,Seattle,Hotel,96.58,0.48,93.75,63.53,No,4.5,6,0.53,99.73,0.0
2025-04-16,Wednesday,Spring,Los Angeles,Hostel,469.56,0.8,460.7,61.81,No,5.0,3,0.96,542.54,0.0
2025-04-17,Thursday,Spring,Los Angeles,Hotel,426.18,0.7,388.37,75.81,Yes,4.4,5,0.77,557.2,0.0
2025-04-18,Friday,Spring,Chicago,Hostel,85.64,0.65,85.56,96.19,No,3.3,46,0.51,102.65,0.0
2025-04-19,Saturday,Spring,Miami,Airbnb,484.69,0.58,407.32,33.85,No,3.7,32,0.49,391.39,17.9
2025-04-20,Sunday,Spring,Chicago,Hostel,53.64,0.95,58.92,58.89,No,4.2,38,0.73,64.73,0.0
2025-04-21,Monday,Spring,New York,Airbnb,226.83,0.95,239.53,88.62,Yes,4.2,28,0.41,327.96,0.0
2025-04-22,Tuesday,Spring,Boston,Hostel,397.29,1.0,393.1,56.86,No,4.1,29,0.52,484.92,0.0
2025-04-23,Wednesday,Spring,Austin,Hostel,100.5,0.86,100.44,54.24,No,4.0,48,0.73,116.25,0.0
2025-04-24,Thursday,Spring,Seattle,Hostel,99.84,0.27,99.91,33.48,No,4.7,40,0.57,73.45,14.3
2025-04-25,Friday,Spring,Boston,Hostel,70.67,0.91,58.45,32.14,No,3.0,4,0.44,71.56,8.8
2025-04-26,Saturday,Spring,San Francisco,Airbnb,192.93,0.68,201.28,44.6,No,3.9,40,0.83,171.31,15.9
2025-04-27,Sunday,Spring,Seattle,Hostel,69.8,0.62,71.91,56.78,Yes,3.6,22,0.32,85.04,0.0
2025-04-28,Monday,Spring,Los Angeles,Hostel,331.41,0.52,353.41,43.85,Yes,3.5,10,0.72,344.05,8.9
2025-04-29,Tuesday,Spring,Chicago,Hotel,62.3,0.97,68.5,39.46,Yes,3.9,10,0.67,71.05,12.7
2025-04-30,Wednesday,Spring,New York,Hotel,340.91,0.3,365.07,64.2,No,4.6,21,0.35,280.58,14.5
2025-05-01,Thursday,Spring,Miami,Airbnb,212.27,0.42,239.03,33.63,Yes,4.9,58,0.36,188.32,17.0
2025-05-02,Friday,Spring,Seattle,Airbnb,412.01,0.7,425.12,94.04,No,3.4,39,0.82,499.41,0.0
2025-05-03,Saturday,Spring,Seattle,Airbnb,187.58,0.81,159.46,53.53,Yes,3.1,37,0.33,240.96,0.0
2025-05-04,Sunday,Spring,Los Angeles,Hotel,221.61,0.33,180.56,48.51,No,3.5,6,0.35,181.09,11.9
2025-05-05,Monday,Spring,Los Angeles,Airbnb,256.19,0.22,257.61,81.64,Yes,3.9,48,0.8,242.93,16.3
2025-05-06,Tuesday,Spring,Chicago,Airbnb,142.54,0.89,140.13,31.15,No,4.3,25,0.71,128.82,17.8
2025-05-07,Wednesday,Spring,Miami,Hostel,82.46,0.28,75.28,54.12,No,4.7,35,0.43,68.6,10.0
2025-05-08,Thursday,Spring,Seattle,Airbnb,220.87,0.59,179.37,71.51,No,3.7,29,0.53,243.07,0.0
2025-05-09,Friday,Spring,Los Angeles,Hotel,201.22,0.7,211.59,66.6,No,4.7,56,0.45,227.34,0.0
2025-05-10,Saturday,Spring,Chicago,Hostel,294.64,0.83,337.88,47.86,No,4.0,35,0.39,290.52,12.4
2025-05-11,Sunday,Spring,Miami,Hotel,248.49,0.82,239.88,52.32,No,3.2,21,0.61,282.03,0.0
2025-05-12,Monday,Spring,Austin,Hostel,206.09,0.64,223.56,32.8,No,4.0,48,0.47,194.99,5.8
2025-05-13,Tuesday,Spring,Chicago,Airbnb,181.18,0.9,210.85,51.66,No,3.4,47,0.85,211.07,0.0
2025-05-14,Wednesday,Spring,Miami,Airbnb,173.9,0.96,195.48,77.92,No,4.4,5,0.88,220.46,0.0
2025-05-15,Thursday,Spring,Austin,Hostel,255.33,0.49,301.96,94.78,No,3.9,22,0.38,288.61,0.0
2025-05-16,Friday,Spring,New York,Hostel,265.66,0.78,230.0,82.88,No,3.1,42,0.86,321.62,0.0
2025-05-17,Saturday,Spring,Austin,Hotel,291.01,0.27,319.78,98.69,No,3.9,21,0.75,284.04,7.4
2025-05-18,Sunday,Spring,Seattle,Airbnb,300.97,0.9,249.14,35.86,No,3.5,57,0.58,283.89,15.6
2025-05-19,Monday,Spring,Boston,Airbnb,219.72,0.48,250.56,70.23,No,3.2,8,0.62,231.3,0.0
2025-05-20,Tuesday,Spring,Los Angeles,Airbnb,498.01,0.89,489.32,59.32,No,3.2,36,0.7,589.62,0.0
2025-05-21,Wednesday,Spring,Los Angeles,Hotel,51.99,0.41,55.56,77.13,No,4.3,46,0.48,54.35,0.0
2025-05-22,Thursday,Spring,New York,Airbnb,405.45,0.32,432.84,52.82,No,3.1,18,0.5,338.3,10.9
2025-05-23,Friday,Spring,San Francisco,Airbnb,361.92,1.0,382.87,49.35,Yes,3.2,48,0.4,438.61,10.1
2025-05-24,Saturday,Spring,Chicago,Hotel,335.7,0.79,290.09,76.5,No,3.4,22,0.52,401.33,0.0
2025-05-25,Sunday,Spring,Boston,Hotel,426.93,0.92,508.55,98.68,No,5.0,45,0.95,561.0,0.0
2025-05-26,Monday,Spring,Austin,Hotel,129.44,0.49,109.95,74.94,No,4.3,32,0.92,138.61,0.0
2025-05-27,Tuesday,Spring,New York,Hostel,373.4,0.34,329.62,87.0,No,3.9,51,0.6,362.02,7.4
2025-05-28,Wednesday,Spring,Chicago,Airbnb,451.28,0.26,424.79,68.99,Yes,4.7,12,0.44,438.19,12.6
2025-05-29,Thursday,Spring,Chicago,Airbnb,389.01,0.55,319.71,37.8,No,4.2,4,1.0,334.35,12.6
2025-05-30,Friday,Spring,Seattle,Hotel,352.91,0.26,397.12,73.69,No,4.1,7,0.84,288.02,16.3
2025-05-31,Saturday,Spring,Chicago,Hostel,303.91,0.37,349.87,63.26,No,3.3,54,0.74,264.78,11.8
2025-06-01,Sunday,Summer,San Francisco,Hostel,115.99,0.32,126.24,76.3,No,3.5,40,0.55,97.99,16.1
2025-06-02,Monday,Summer,Chicago,Airbnb,288.77,0.54,325.02,92.37,Yes,4.2,31,0.8,373.41,0.0
2025-06-03,Tuesday,Summer,San Francisco,Hotel,329.14,0.47,328.65,67.53,No,4.8,22,0.45,342.5,0.0
2025-06-04,Wednesday,Summer,Seattle,Hotel,456.54,0.91,503.95,58.07,No,3.7,42,0.4,542.47,0.0
2025-06-05,Thursday,Summer,Austin,Hostel,83.84,0.58,75.09,47.54,Yes,3.6,38,0.54,86.07,12.6
2025-06-06,Friday,Summer,New York,Hostel,358.7,0.27,412.19,32.84,No,4.7,35,0.89,287.26,6.5
2025-06-07,Saturday,Summer,Miami,Hotel,385.17,0.57,446.62,54.93,No,4.4,37,0.41,401.65,0.0
2025-06-08,Sunday,Summer,Miami,Airbnb,128.52,0.25,148.72,38.84,No,4.3,48,0.52,103.46,7.1
2025-06-09,Monday,Summer,Boston,Hostel,91.71,0.44,76.9,48.21,No,4.1,28,0.48,82.97,6.8
2025-06-10,Tuesday,Summer,New York,Hostel,306.45,0.49,347.03,82.15,No,3.6,11,0.31,334.78,0.0
2025-06-11,Wednesday,Summer,New York,Hostel,493.24,0.38,441.57,81.7,No,3.5,49,0.72,443.65,14.1
2025-06-12,Thursday,Summer,Miami,Airbnb,265.09,0.96,223.54,58.46,Yes,4.8,33,0.8,360.36,0.0
2025-06-13,Friday,Summer,Seattle,Hotel,292.78,0.93,288.59,87.99,No,3.4,10,0.74,376.51,0.0
2025-06-14,Saturday,Summer,New York,Airbnb,300.07,0.72,318.53,47.84,No,3.5,43,0.84,267.09,17.7
2025-06-15,Sunday,Summer,Boston,Airbnb,439.19,0.59,421.66,82.57,No,4.1,59,0.45,497.91,0.0
2025-06-16,Monday,Summer,San Francisco,Airbnb,292.93,0.47,334.08,64.63,No,4.8,27,0.95,302.27,0.0
2025-06-17,Tuesday,Summer,Miami,Hotel,170.13,0.5,196.76,92.67,No,3.5,8,0.74,191.91,0.0
2025-06-18,Wednesday,Summer,Chicago,Airbnb,339.79,0.74,277.24,61.2,No,3.2,17,0.61,383.83,0.0
2025-06-19,Thursday,Summer,Miami,Hostel,218.08,0.69,234.05,79.31,No,3.9,27,0.45,253.83,0.0
2025-06-20,Friday,Summer,Seattle,Hotel,119.17,0.54,113.63,98.61,No,3.9,26,0.37,138.46,0.0
2025-06-21,Saturday,Summer,Austin,Airbnb,290.26,0.82,261.36,65.11,No,3.1,18,0.5,340.57,0.0
2025-06-22,Sunday,Summer,San Francisco,Airbnb,205.41,0.46,180.79,60.42,No,3.9,7,0.66,208.54,0.0
2025-06-23,Monday,Summer,Seattle,Hostel,407.69,0.75,335.46,69.81,No,3.8,14,0.97,472.69,0.0
2025-06-24,Tuesday,Summer,Miami,Airbnb,362.5,0.36,307.49,66.45,No,4.3,0,0.75,298.51,17.1
2025-06-25,Wednesday,Summer,Los Angeles,Hostel,325.34,0.59,368.78,84.33,No,4.5,45,0.33,370.56,0.0
2025-06-26,Thursday,Summer,Los Angeles,Hostel,115.24,0.93,102.43,76.35,No,4.4,13,0.99,144.17,0.0
2025-06-27,Friday,Summer,New York,Hostel,343.72,0.8,319.48,90.64,No,4.8,52,0.64,426.87,0.0
2025-06-28,Saturday,Summer,Chicago,Airbnb,198.73,0.53,238.3,84.26,No,4.8,31,0.73,221.54,0.0
2025-06-29,Sunday,Summer,San Francisco,Hostel,489.34,0.83,500.75,33.46,Yes,4.0,2,0.63,553.0,8.3
2025-06-30,Monday,Summer,Austin,Hostel,282.7,0.99,259.28,73.23,No,4.4,13,0.81,357.81,0.0
2025-07-01,Tuesday,Summer,Boston,Airbnb,268.73,0.83,318.97,53.8,Yes,4.2,39,0.32,347.58,0.0
2025-07-02,Wednesday,Summer,Los Angeles,Hotel,432.74,0.51,377.3,36.43,No,4.0,11,0.8,333.9,19.9
2025-07-03,Thursday,Summer,Miami,Hostel,363.02,0.3,381.39,66.69,No,4.8,39,0.91,285.24,19.0
2025-07-04,Friday,Summer,Seattle,Hostel,230.0,0.44,209.7,90.18,No,4.4,26,0.38,252.2,0.0
2025-07-05,Saturday,Summer,Boston,Airbnb,264.21,0.74,306.18,56.74,No,3.6,33,0.46,294.92,0.0
2025-07-06,Sunday,Summer,Los Angeles,Airbnb,266.46,0.21,316.03,32.26,No,4.2,14,0.56,200.12,9.6
2025-07-07,Monday,Summer,Miami,Hotel,401.85,0.99,446.75,89.24,Yes,4.9,31,0.84,588.2,0.0
2025-07-08,Tuesday,Summer,Seattle,Hostel,236.41,0.87,268.41,99.47,Yes,4.6,32,0.83,341.95,0.0
2025-07-09,Wednesday,Summer,New York,Hotel,147.2,0.93,144.09,41.27,No,4.6,56,0.37,159.05,5.7
2025-07-10,Thursday,Summer,New York,Airbnb,221.56,0.8,254.22,67.81,No,4.7,55,0.74,259.99,0.0
2025-07-11,Friday,Summer,Los Angeles,Hotel,414.38,0.49,439.96,54.53,No,4.3,59,0.85,418.35,0.0
2025-07-12,Saturday,Summer,Boston,Airbnb,385.02,0.22,334.8,36.61,No,3.2,58,0.51,297.7,8.8
2025-07-13,Sunday,Summer,Chicago,Hostel,132.12,0.83,117.44,84.15,No,4.0,18,0.95,163.1,0.0
2025-07-14,Monday,Summer,Seattle,Hotel,189.01,0.72,153.63,61.01,No,4.9,21,0.53,211.89,0.0
2025-07-15,Tuesday,Summer,Boston,Airbnb,300.47,0.43,250.0,57.97,No,4.5,6,0.94,299.24,0.0
2025-07-16,Wednesday,Summer,Austin,Airbnb,268.38,0.45,244.73,95.73,No,4.5,33,0.87,299.83,0.0
2025-07-17,Thursday,Summer,Los Angeles,Hostel,127.93,0.71,125.37,84.14,No,4.7,13,0.31,151.78,0.0
2025-07-18,Friday,Summer,Seattle,Hostel,328.13,0.27,373.44,37.47,Yes,4.1,1,0.39,294.32,12.1
2025-07-19,Saturday,Summer,Seattle,Hotel,463.82,0.41,471.58,58.8,Yes,3.7,9,0.5,528.94,0.0
2025-07-20,Sunday,Summer,Chicago,Hotel,225.59,0.75,197.19,64.66,No,4.5,20,0.82,258.07,0.0
2025-07-21,Monday,Summer,Miami,Hostel,411.77,0.68,398.57,74.05,No,3.2,24,0.38,471.13,0.0
2025-07-22,Tuesday,Summer,New York,Hostel,148.75,0.72,163.37,78.63,Yes,3.9,11,0.82,196.93,0.0
2025-07-23,Wednesday,Summer,Boston,Hostel,275.82,0.5,327.51,95.84,No,4.9,41,0.91,313.75,0.0
2025-07-24,Thursday,Summer,Boston,Hostel,422.28,0.64,479.36,85.33,No,4.7,6,0.79,490.69,0.0
2025-07-25,Friday,Summer,Los Angeles,Hostel,182.1,0.35,191.15,63.8,No,4.3,8,0.4,160.12,10.4
2025-07-26,Saturday,Summer,Miami,Hotel,166.44,0.7,157.62,77.88,No,4.5,31,0.32,193.68,0.0
2025-07-27,Sunday,Summer,Austin,Airbnb,207.34,0.47,184.05,85.86,Yes,4.0,53,0.36,258.26,0.0
2025-07-28,Monday,Summer,Miami,Airbnb,255.28,0.61,267.13,34.48,No,3.1,45,1.0,224.33,11.9
2025-07-29,Tuesday,Summer,Austin,Hostel,192.47,0.75,171.13,88.15,No,4.4,22,0.99,233.75,0.0
2025-07-30,Wednesday,Summer,Chicago,Airbnb,196.91,0.84,225.82,33.37,No,4.8,44,0.97,185.85,13.1
2025-07-31,Thursday,Summer,Los Angeles,Hotel,155.81,0.98,139.81,91.77,Yes,3.3,24,0.68,228.62,0.0
2025-08-01,Friday,Summer,New York,Airbnb,180.58,0.82,198.5,46.08,No,4.3,20,0.51,179.4,11.0
2025-08-02,Saturday,Summer,Chicago,Airbnb,257.81,0.4,290.54,36.44,No,4.4,33,0.48,211.89,10.6
2025-08-03,Sunday,Summer,Los Angeles,Hostel,251.11,0.61,204.41,33.86,No,4.3,37,0.53,202.5,19.0
2025-08-04,Monday,Summer,Seattle,Airbnb,327.72,0.55,336.17,62.0,Yes,4.8,28,0.78,395.23,0.0
2025-08-05,Tuesday,Summer,Boston,Airbnb,458.7,0.23,477.3,67.82,No,3.1,50,0.55,379.9,12.4
2025-08-06,Wednesday,Summer,Miami,Hostel,455.09,0.98,540.87,46.08,No,4.0,23,0.46,430.23,19.9
2025-08-07,Thursday,Summer,San Francisco,Hotel,346.77,0.52,344.21,38.96,No,4.0,31,0.82,306.28,9.4
2025-08-08,Friday,Summer,Los Angeles,Airbnb,367.94,0.49,412.38,41.71,Yes,3.3,35,0.63,387.76,6.0
2025-08-09,Saturday,Summer,Miami,Hostel,345.59,0.48,332.3,88.72,Yes,3.3,38,0.86,434.81,0.0
2025-08-10,Sunday,Summer,Chicago,Hotel,204.24,0.96,209.8,35.06,Yes,4.4,8,0.49,241.45,8.3
2025-08-11,Monday,Summer,Los Angeles,Hostel,80.83,0.67,80.71,86.73,Yes,4.0,54,0.77,107.36,0.0
2025-08-12,Tuesday,Summer,Austin,Hotel,435.42,0.9,446.19,52.79,No,4.1,25,0.91,508.73,0.0
2025-08-13,Wednesday,Summer,New York,Hostel,250.44,0.22,203.33,54.58,No,4.4,2,0.56,191.96,15.0
2025-08-14,Thursday,Summer,Seattle,Hostel,320.16,0.2,296.12,47.76,Yes,4.7,31,0.68,292.23,10.8
2025-08-15,Friday,Summer,Boston,Airbnb,200.4,0.29,187.54,62.91,Yes,4.3,33,0.52,191.72,13.4
2025-08-16,Saturday,Summer,New York,Hotel,204.86,0.85,241.8,58.27,Yes,3.1,4,0.33,269.35,0.0
2025-08-17,Sunday,Summer,San Francisco,Airbnb,219.91,0.74,247.37,70.58,Yes,4.4,42,0.39,287.59,0.0
2025-08-18,Monday,Summer,New York,Hostel,152.69,0.74,134.2,77.51,Yes,5.0,32,0.56,202.85,0.0
2025-08-19,Tuesday,Summer,Miami,Hostel,132.6,0.65,144.76,69.99,No,3.1,14,0.94,148.51,0.0
2025-08-20,Wednesday,Summer,Austin,Hostel,137.04,0.46,129.0,50.08,Yes,4.7,41,0.94,155.44,0.0
2025-08-21,Thursday,Summer,Los Angeles,Hotel,490.97,0.27,470.73,40.45,No,3.6,20,0.85,400.21,7.3
2025-08-22,Friday,Summer,Austin,Airbnb,337.16,0.82,372.39,97.45,No,3.1,42,0.52,428.31,0.0
2025-08-23,Saturday,Summer,Boston,Hostel,58.24,1.0,62.51,59.8,No,3.6,4,0.36,71.6,0.0
2025-08-24,Sunday,Summer,Los Angeles,Hotel,119.7,0.38,120.13,85.38,No,3.1,1,0.37,107.91,14.8
2025-08-25,Monday,Summer,Los Angeles,Airbnb,274.95,0.9,278.61,61.14,No,4.0,51,0.72,328.13,0.0
2025-08-26,Tuesday,Summer,San Francisco,Hostel,154.73,0.82,163.64,70.01,Yes,4.7,40,0.7,207.03,0.0
2025-08-27,Wednesday,Summer,Los Angeles,Hotel,268.72,0.63,220.06,93.98,No,4.9,3,0.66,318.15,0.0
2025-08-28,Thursday,Summer,Los Angeles,Hotel,498.36,0.33,505.74,44.9,No,3.9,26,0.71,425.33,6.9
2025-08-29,Friday,Summer,Chicago,Hotel,375.77,0.37,437.47,92.98,No,3.6,31,0.73,357.33,11.7
2025-08-30,Saturday,Summer,Miami,Hostel,114.67,0.63,137.27,34.83,No,3.5,44,0.72,95.33,17.4
2025-08-31,Sunday,Summer,Los Angeles,Hostel,455.05,0.43,422.47,37.06,Yes,4.5,35,0.88,414.04,16.0
2025-09-01,Monday,Fall,Los Angeles,Hotel,391.63,0.43,410.34,39.88,Yes,4.6,14,0.8,395.88,7.4
2025-09-02,Tuesday,Fall,Los Angeles,Hotel,442.42,0.82,511.59,53.88,No,3.6,50,0.39,504.2,0.0
2025-09-03,Wednesday,Fall,Austin,Hotel,219.0,0.96,176.95,61.17,No,4.6,20,0.87,266.63,0.0
2025-09-04,Thursday,Fall,Los Angeles,Hostel,303.46,1.0,251.13,90.7,No,3.9,38,0.72,401.2,0.0
2025-09-05,Friday,Fall,Seattle,Hotel,378.62,0.89,385.51,96.31,No,4.4,35,0.4,490.29,0.0
2025-09-06,Saturday,Fall,Los Angeles,Airbnb,444.64,0.94,527.2,77.64,Yes,4.5,14,0.96,626.46,0.0
2025-09-07,Sunday,Fall,Seattle,Airbnb,366.92,0.36,384.31,44.13,No,4.1,42,0.62,321.55,5.4
2025-09-08,Monday,Fall,Austin,Airbnb,169.79,0.78,170.63,60.49,No,3.6,48,0.55,194.15,0.0
2025-09-09,Tuesday,Fall,San Francisco,Hostel,408.65,0.24,483.57,53.8,Yes,4.3,12,0.72,397.54,8.0
2025-09-10,Wednesday,Fall,Chicago,Hotel,401.71,0.58,480.77,31.76,No,3.4,7,0.99,365.1,7.0
2025-09-11,Thursday,Fall,Seattle,Hotel,387.32,0.81,445.37,58.56,No,4.7,2,0.55,445.29,0.0
2025-09-12,Friday,Fall,Austin,Airbnb,373.52,0.7,344.6,50.86,No,3.8,15,0.64,404.37,0.0
2025-09-13,Saturday,Fall,Los Angeles,Hotel,61.83,0.98,61.57,75.51,No,3.4,24,0.56,78.43,0.0
2025-09-14,Sunday,Fall,New York,Hotel,443.0,0.64,432.12,86.73,No,3.5,38,0.91,516.62,0.0
2025-09-15,Monday,Fall,Seattle,Airbnb,103.15,0.99,117.78,52.8,No,3.9,57,0.6,124.23,0.0
2025-09-16,Tuesday,Fall,Austin,Airbnb,480.34,0.56,480.06,84.7,No,3.6,20,0.73,541.87,0.0
2025-09-17,Wednesday,Fall,Seattle,Airbnb,120.28,0.34,102.88,45.24,No,3.7,53,0.85,91.9,17.1
